ID	ComplexCtxs	ContraFlag	Veridical	Antiveridical	Averidical	Equals	Superclass	Subclass	Disjoint	TargetLabel
9200a	0	0	1	0	0	1	0	1	0	B
9211a	0	0	1	0	0	1	0	0	0	B
9224a	1	0	1	0	0	1	0	0	0	B
9242a	0	0	1	0	0	1	1	1	0	B
9287a	1	0	1	0	0	1	1	0	0	B
9303a	0	0	1	0	0	1	0	0	0	B
9303b	0	0	1	0	0	1	0	0	0	B
9314a	0	0	1	0	0	0	0	1	0	B
9336a	1	0	1	0	0	1	0	0	0	B
9359a	0	0	1	0	0	1	0	0	0	N
9359b	0	0	1	0	0	1	0	0	0	B
9371a	0	0	1	0	0	1	1	1	0	B
9401a	0	0	1	0	0	1	1	0	0	B
9433a	0	0	1	0	0	1	0	0	0	DL
9490a	0	0	1	1	0	1	1	0	0	DL
9490b	0	0	1	1	0	1	0	1	0	DL
9500a	0	0	1	0	0	1	1	1	0	B
9545a	1	0	1	0	0	0	0	1	0	B
9571a	0	0	1	0	0	1	0	0	0	DL
9584a	0	0	1	0	0	1	1	0	0	S
9584b	0	0	1	0	0	1	0	1	0	B
9623a	0	0	1	0	0	1	0	0	1	B
9623b	0	0	1	0	0	1	0	0	1	B
9669a	0	1	1	0	0	1	0	0	0	DL
9669b	0	1	1	0	0	1	0	0	0	DL
9677a	0	0	1	0	0	1	1	1	0	B
9706a	0	0	1	0	0	1	1	0	0	DL
9706b	0	0	1	0	0	1	0	1	0	DL
9713a	1	0	1	0	0	1	0	0	0	B
9713b	1	0	1	0	0	1	0	0	0	DL
9722a	0	0	1	0	0	1	0	0	0	B
9745a	0	0	1	0	0	1	0	0	0	B
9747a	0	0	1	0	0	1	0	0	0	DL
9747b	0	0	1	0	0	1	0	0	0	N
9759a	0	0	1	0	0	0	1	1	0	B
9763a	0	0	0	0	0	0	0	0	0	B
9771a	1	0	1	0	0	0	0	1	0	B
9788a	0	0	1	0	0	0	0	1	0	B
9789a	0	0	1	0	0	0	0	1	0	B
9822a	0	0	0	0	0	0	0	0	0	B
9838a	0	0	1	0	0	0	0	1	0	B
9843a	1	0	1	0	0	0	0	1	0	B
9869a	0	0	1	0	0	1	0	0	0	B
9880a	0	0	0	0	0	0	0	0	0	B
9931a	0	0	1	0	0	1	0	0	0	B
9963a	0	0	0	0	0	0	0	0	0	B
9975a	0	0	0	0	0	0	0	0	0	B
9988a	0	0	0	0	0	0	0	0	0	B
1a	0	0	1	0	0	1	1	0	0	B
2a	1	0	1	0	0	0	0	1	0	DL
3a	0	0	1	0	0	1	0	0	0	DL
5a	1	0	1	0	0	0	0	1	0	B
9a	1	0	1	0	0	1	0	1	1	B
12a	0	0	1	0	0	1	1	0	0	B
14a	0	0	1	0	1	1	0	1	0	B
18a	0	0	1	0	1	1	0	0	0	B
25a	0	0	0	0	0	0	0	0	0	DL
26a	0	0	1	0	0	0	1	1	0	B
28a	0	0	1	0	0	1	1	0	0	B
30a	0	0	1	0	0	1	0	0	0	B
30b	0	0	1	0	0	1	0	0	0	B
40a	0	0	1	0	0	1	0	1	0	B
42a	1	0	1	1	0	1	0	0	0	B
42b	1	0	1	1	0	1	0	0	0	B
44a	0	0	1	0	0	1	0	0	0	DL
45a	0	0	1	1	0	1	0	0	0	DL
47a	0	0	1	0	0	1	0	0	0	B
49a	1	0	1	0	0	1	0	0	0	B
55a	0	0	1	0	0	1	0	0	0	DL
56a	1	0	1	0	0	1	0	0	0	DL
58a	1	0	1	0	0	1	0	0	0	B
62a	1	0	1	0	0	1	0	0	0	B
70a	0	0	1	0	0	1	0	0	0	B
73a	0	0	1	0	0	1	0	0	0	B
77a	0	0	1	0	0	1	0	0	0	B
78a	0	0	1	0	0	1	0	0	1	DL
78b	0	0	1	0	0	1	0	0	1	S
79a	0	0	1	0	0	1	0	0	0	B
81a	0	0	1	0	0	1	0	0	0	B
82a	0	0	1	0	0	1	0	0	0	B
83a	0	0	1	0	0	1	0	0	0	B
84a	0	0	1	0	0	1	0	0	0	B
85a	0	0	1	0	0	1	0	0	0	B
87a	0	0	1	0	0	1	0	0	0	B
87b	0	0	1	0	0	1	0	0	0	S
88a	0	0	1	1	0	1	0	0	0	B
88b	1	0	1	1	0	1	0	0	0	B
90a	0	0	1	0	0	1	0	0	1	B
90b	0	0	1	0	0	1	0	0	1	B
91a	1	0	1	0	0	1	0	0	0	S
93a	0	0	1	0	0	1	1	0	0	B
94a	1	0	1	0	0	1	0	0	0	B
97a	0	0	1	0	0	1	0	0	0	B
98a	0	0	1	0	0	1	0	0	0	B
98b	0	0	1	0	0	1	0	0	0	B
99a	0	0	1	0	0	1	0	1	0	DL
100a	0	0	1	0	0	1	0	0	0	DL
107a	0	0	1	0	0	1	0	0	0	DL
112a	1	0	1	0	0	0	0	1	0	B
113a	1	0	1	0	0	0	0	1	0	B
117a	1	0	1	0	0	0	1	0	0	B
120a	1	0	1	0	0	1	0	0	0	DL
122a	0	0	0	0	0	0	0	0	0	DL
122b	0	0	0	0	0	0	0	0	0	DL
124a	0	0	0	0	0	0	0	0	0	B
126a	0	0	1	0	0	1	1	1	0	B
127a	1	0	1	0	0	1	0	0	0	B
129a	0	0	1	0	0	1	0	0	0	B
130a	1	0	1	0	0	1	0	0	0	B
131a	0	0	1	0	0	1	0	0	0	B
133a	0	0	1	0	0	1	0	0	0	DL
136a	0	0	1	0	0	1	1	0	0	B
139a	0	0	1	0	0	1	0	1	0	B
140a	0	0	1	0	0	1	0	0	0	B
140b	0	0	1	0	0	1	0	0	0	B
141a	1	0	1	1	0	1	0	0	0	B
141b	1	0	1	1	0	1	0	0	0	B
146a	1	0	1	0	0	0	1	0	0	B
148a	1	0	1	0	0	0	1	0	0	B
150a	1	0	1	1	0	1	0	0	0	B
150b	1	0	1	1	0	1	0	0	0	B
159a	0	0	1	0	0	1	0	0	0	DL
159b	0	0	1	0	0	1	0	0	0	DL
161a	0	0	1	1	0	1	0	0	0	DL
161b	0	0	1	1	0	1	0	0	0	DL
163a	1	0	1	1	0	1	0	0	0	DL
164a	1	0	1	0	0	1	0	0	0	DL
170a	0	0	1	0	0	1	0	0	0	B
173a	0	1	1	0	0	1	1	1	0	DL
176a	0	1	1	0	0	1	1	1	0	DL
184a	0	0	1	0	0	1	0	0	0	B
188a	0	0	1	0	0	1	1	1	0	B
192a	1	0	1	1	0	1	0	0	0	B
192b	1	0	1	1	0	1	0	0	0	B
194a	0	0	0	0	0	0	0	0	0	DL
194b	0	0	1	1	0	1	1	0	0	B
200a	0	0	1	0	0	1	0	0	0	B
201a	0	0	1	1	0	1	0	0	0	B
201b	1	0	1	1	0	1	0	0	0	B
202a	1	0	1	0	0	1	0	0	0	DL
202b	1	0	1	0	0	1	0	0	0	DL
205a	1	0	1	0	0	0	1	0	0	B
215a	1	0	1	0	0	1	0	0	0	B
216a	1	0	1	1	0	1	0	0	0	B
217a	0	0	1	0	0	1	0	1	0	B
223a	0	0	1	0	0	1	0	0	0	B
224a	0	0	1	0	0	1	0	0	0	B
226a	0	0	1	0	0	1	0	0	0	B
227a	1	0	1	1	0	1	0	0	0	B
232a	0	0	1	1	0	1	0	0	0	B
232b	0	0	1	0	0	1	0	0	0	B
233a	0	0	1	0	0	1	0	0	0	B
233b	0	0	1	0	0	1	0	0	0	B
234a	0	0	1	0	0	1	0	0	0	B
237a	0	0	1	0	0	1	0	0	0	B
238a	1	0	1	1	0	1	0	0	0	DL
240a	0	0	1	0	0	1	0	1	0	B
240b	0	0	1	0	0	1	1	0	0	DL
241a	0	0	1	0	0	1	0	0	0	B
248a	0	0	1	0	0	1	0	0	0	B
249a	0	0	1	0	0	1	0	1	0	B
254a	0	0	1	1	0	1	0	0	0	B
254b	0	0	1	1	0	1	0	0	0	B
256a	0	0	1	1	0	1	0	0	0	B
256b	1	0	1	1	0	1	0	0	0	B
257a	0	0	1	0	0	0	1	0	0	B
258a	0	0	1	0	0	0	1	0	0	N
259a	0	0	1	0	0	0	0	1	0	B
260a	1	0	1	0	0	0	1	0	0	B
265a	1	0	1	0	0	1	0	0	0	B
266a	1	0	1	0	0	1	0	0	0	DL
266b	1	0	1	0	0	1	0	0	0	DL
269a	0	0	1	0	0	1	0	0	0	B
272a	1	0	1	0	0	1	0	0	0	B
273a	0	0	1	0	0	1	0	0	0	B
276a	1	0	1	0	0	1	0	0	0	DL
276b	1	0	1	0	0	1	0	0	0	DL
277a	0	0	1	0	0	0	1	0	0	B
279a	1	0	1	0	0	0	0	1	0	B
283a	0	0	1	1	0	1	0	0	0	B
283b	0	0	1	1	0	1	0	0	0	B
286a	1	0	1	0	0	0	0	1	0	B
287a	0	0	1	0	0	1	1	1	0	B
289a	1	0	1	1	0	1	1	1	0	B
291a	0	0	1	0	0	1	0	0	1	DL
293a	0	0	1	0	0	1	0	0	0	B
296a	0	0	1	0	0	0	0	1	1	B
301a	0	0	1	1	0	1	0	0	0	B
301b	0	0	1	1	0	1	0	0	0	B
302a	0	0	1	0	0	1	0	0	0	N
302b	0	0	1	0	0	1	0	0	0	DL
303a	0	0	1	0	0	1	1	0	0	DL
303b	0	0	1	0	0	1	0	1	0	B
305a	0	0	1	0	0	1	0	1	0	DL
309a	0	0	1	0	0	1	0	1	0	B
310a	0	0	1	0	0	1	0	1	0	S
311a	0	0	1	0	0	1	0	1	0	DL
312a	0	0	1	0	0	1	0	0	0	DL
312b	0	0	1	0	0	1	0	0	0	DL
313a	0	0	1	0	0	1	0	1	0	DL
313b	0	0	1	0	0	1	1	0	0	DL
323a	0	0	1	0	0	1	0	0	0	B
323b	0	0	1	0	0	1	0	0	0	N
327a	0	0	1	1	0	1	0	0	0	B
329a	1	0	1	0	0	1	0	1	0	B
331a	1	0	1	0	0	1	0	0	0	N
332a	1	0	1	0	0	1	0	0	0	B
333a	0	0	1	0	0	1	0	0	0	DL
335a	1	0	1	0	0	1	0	0	0	B
338a	1	0	1	0	0	0	0	1	0	B
339a	1	0	1	0	0	0	0	1	0	DL
340a	0	0	1	0	0	1	0	1	0	B
341a	1	0	1	0	0	1	0	0	0	B
341b	1	0	1	1	0	1	0	0	0	B
344a	1	0	1	1	0	1	0	0	0	B
344b	1	0	1	1	0	1	0	0	0	B
346a	1	0	1	0	0	0	0	1	0	B
347a	1	0	1	0	0	0	0	1	0	B
351a	0	0	1	0	0	1	0	0	0	DL
351b	0	0	1	0	0	1	0	0	0	DL
354a	0	0	1	0	0	1	0	1	0	DL
358a	0	0	1	0	0	1	0	0	0	B
360a	1	0	1	0	0	1	0	0	0	DL
361a	1	0	1	0	0	0	0	1	0	B
362a	0	0	1	0	0	1	0	0	0	B
363a	1	0	1	1	0	1	0	0	0	B
363b	1	0	1	1	0	1	0	0	0	B
366a	1	0	1	0	0	1	1	0	0	B
367a	1	0	1	0	0	1	0	0	0	B
370a	1	0	1	0	0	1	0	0	0	B
372a	0	0	1	1	0	1	0	0	0	B
372b	1	0	1	1	0	1	0	0	0	B
373a	1	0	1	0	0	1	0	0	0	DL
374a	0	0	1	0	0	1	1	0	0	B
377a	0	0	1	0	0	1	0	0	0	B
379a	0	0	1	0	0	1	0	1	0	B
380a	0	0	1	1	0	1	0	0	0	B
381a	0	0	1	0	0	1	0	0	0	B
387a	0	0	1	0	0	1	0	0	1	DL
390a	0	0	1	0	0	1	0	0	0	DL
391a	0	0	1	0	0	1	1	0	0	DL
391b	0	0	1	0	0	1	0	0	0	B
393a	1	0	1	0	0	1	1	0	0	B
395a	0	0	1	1	0	1	0	0	0	B
395b	0	0	1	1	0	1	0	0	0	B
396a	0	0	1	0	0	1	0	1	1	B
397a	1	0	1	1	0	0	0	1	0	DL
398a	0	0	1	0	0	1	0	1	0	B
403a	0	0	1	0	0	1	1	0	0	B
404a	0	0	1	0	0	1	0	0	0	B
404b	0	0	1	0	0	1	0	0	0	B
409a	0	0	1	0	0	0	0	1	0	B
410a	0	0	1	0	0	0	1	1	0	DL
413a	1	0	1	0	0	1	0	0	0	B
415a	0	0	1	0	0	1	1	1	0	B
422a	0	0	1	0	0	1	0	0	0	B
423a	1	0	1	1	0	1	0	0	0	B
423b	1	0	1	1	0	1	0	0	0	B
427a	0	0	1	0	0	1	1	1	0	B
428a	1	0	1	0	0	1	0	0	0	B
434a	1	0	1	0	0	1	0	0	0	B
435a	1	0	1	0	0	1	0	0	0	B
436a	0	0	1	0	0	1	0	1	0	DL
438a	1	0	1	0	0	0	0	1	0	B
439a	1	0	1	0	0	0	0	1	0	B
440a	1	0	1	0	0	0	0	1	0	B
441a	0	0	1	0	0	0	1	0	0	B
446a	0	0	1	0	0	1	0	0	0	DL
447a	0	1	1	0	0	0	1	0	0	DL
451a	1	0	1	0	0	1	0	1	0	DL
454a	1	0	1	1	0	1	0	0	0	B
454b	1	0	1	1	0	1	0	0	0	B
457a	0	0	1	0	0	1	0	1	0	DL
461a	1	0	1	0	0	1	0	0	0	B
462a	0	0	1	0	0	1	0	1	0	B
465a	0	0	1	0	0	1	1	0	0	DL
465b	0	0	1	0	0	1	0	0	0	DL
470a	1	0	1	1	0	1	0	1	0	B
473a	0	0	1	0	0	1	1	0	0	DL
475a	0	0	1	0	0	1	0	1	0	B
476a	0	0	1	0	1	1	0	0	0	DL
476b	0	0	1	1	0	1	0	0	0	B
477a	0	0	1	0	0	0	1	1	0	N
484a	0	0	1	0	0	1	0	0	0	B
485a	0	0	1	0	0	1	0	0	0	B
485b	0	0	1	0	0	1	0	0	0	N
486a	0	0	1	0	0	1	0	0	0	B
494a	0	0	1	0	1	1	1	0	0	DL
494b	1	0	1	0	0	1	0	1	0	DL
500a	1	0	1	0	0	1	1	0	0	B
505a	1	0	1	0	0	1	0	0	0	B
505b	1	0	1	0	0	1	0	0	0	DL
506a	1	0	1	1	0	1	0	0	0	B
506b	1	0	1	0	0	1	0	0	0	B
507a	1	0	1	1	0	1	0	0	0	DL
508a	1	0	1	0	0	1	0	0	0	B
513a	0	0	1	0	0	1	1	0	0	B
514a	0	0	1	0	0	1	1	0	0	B
515a	0	0	1	0	0	1	0	1	0	B
516a	0	0	1	0	0	1	1	0	0	B
522a	1	0	1	1	0	1	0	1	0	DL
524a	1	0	1	0	0	1	0	0	0	DL
527a	0	0	1	0	0	1	0	1	0	DL
528a	0	0	1	0	0	1	0	0	0	DL
528b	0	0	1	0	0	1	0	1	0	DL
529a	1	0	1	0	0	1	0	0	0	DL
529b	1	0	1	0	0	1	0	0	0	DL
531a	0	0	1	0	0	1	0	0	0	B
531b	0	0	1	0	0	1	0	0	0	B
535a	1	0	1	1	0	1	0	1	0	B
538a	0	0	0	0	0	0	0	0	0	B
541a	0	0	1	0	0	1	0	0	0	B
541b	0	0	1	0	0	1	0	0	0	B
542a	1	0	1	1	0	1	0	0	0	B
542b	1	0	1	0	0	1	0	0	0	B
545a	0	0	1	1	0	1	0	0	1	DL
545b	0	0	1	1	0	1	0	0	1	DL
548a	0	0	1	1	0	1	0	0	0	DL
550a	0	0	1	0	0	1	0	0	1	B
551a	1	0	1	1	0	1	0	0	1	B
552a	0	0	1	0	0	1	0	0	1	B
555a	0	0	1	1	0	1	0	0	0	B
555b	1	0	1	0	0	1	0	0	0	B
556a	0	0	1	0	0	1	0	0	0	B
557a	0	0	1	0	0	1	1	0	0	DL
557b	0	0	1	0	0	1	0	1	0	B
560a	1	0	1	0	0	0	1	0	0	B
561a	1	0	1	0	0	1	0	0	0	B
564a	0	0	1	1	0	1	0	0	0	B
565a	0	0	1	0	0	1	1	0	0	B
568a	1	0	1	0	0	1	1	0	0	B
570a	0	0	1	0	0	1	1	0	0	DL
570b	0	0	1	0	0	1	0	1	0	B
581a	1	0	1	0	0	1	1	0	0	B
586a	0	0	1	1	0	1	0	1	0	B
587a	0	0	1	0	0	1	1	0	0	DL
588a	1	0	1	0	0	0	0	1	0	B
597a	0	0	1	0	0	1	0	1	0	B
599a	0	0	1	0	0	1	1	0	0	B
601a	1	0	1	0	0	1	0	0	0	B
603a	0	0	1	0	0	1	0	0	0	B
603b	0	0	1	0	0	1	0	0	0	B
604a	0	0	1	1	0	1	0	0	0	B
604b	1	0	1	1	0	1	0	0	0	B
606a	0	0	1	0	0	1	1	1	0	B
609a	0	0	1	0	0	1	0	1	0	B
611a	0	0	1	1	0	1	0	1	0	B
617a	1	0	1	0	0	1	0	1	0	N
621a	0	0	1	0	0	1	1	0	0	B
622a	1	0	1	0	0	1	1	0	0	N
625a	1	0	1	0	0	1	0	0	0	B
626a	0	0	1	0	0	1	0	1	0	B
626b	0	0	1	0	0	1	1	0	0	DL
629a	0	0	1	0	0	1	0	0	0	DL
629b	0	0	1	0	0	1	0	0	0	DL
632a	1	0	1	0	0	0	0	1	0	B
638a	1	0	1	0	0	0	1	0	0	B
643a	0	0	1	0	0	1	0	1	0	DL
645a	0	0	1	0	0	1	1	0	0	DL
646a	0	0	1	0	0	1	1	1	0	B
648a	0	0	1	0	0	1	1	0	0	N
649a	0	0	1	0	0	1	1	0	0	B
653a	1	0	1	1	0	1	0	0	0	B
653b	1	0	1	1	0	1	0	0	0	B
655a	1	0	1	0	0	1	0	0	0	B
655b	1	0	1	0	0	1	0	0	0	B
657a	1	0	1	0	0	1	1	0	0	B
660a	0	0	1	0	0	1	0	1	0	DL
661a	0	0	1	0	0	1	1	0	0	B
663a	0	0	1	0	0	1	1	0	0	B
668a	1	0	1	1	0	1	0	0	0	B
668b	1	0	1	1	0	1	0	0	0	B
671a	0	0	1	1	0	1	0	1	0	B
672a	1	0	1	0	0	1	1	0	0	B
676a	0	0	1	0	0	1	0	0	0	B
676b	0	0	1	0	0	1	0	0	0	B
678a	0	0	1	0	0	1	0	0	0	DL
679a	0	0	1	0	0	1	0	0	0	B
680a	1	0	1	1	0	1	0	0	0	B
680b	1	0	1	0	0	1	0	0	0	B
685a	0	0	1	0	0	1	0	1	0	B
690a	1	0	1	0	0	1	0	0	0	B
691a	0	0	1	0	0	1	0	0	0	DL
692a	0	0	1	0	0	1	0	1	0	DL
692b	0	0	1	0	0	1	1	0	0	DL
693a	0	0	1	1	0	1	0	0	0	DL
693b	0	0	0	0	0	0	0	0	0	DL
696a	1	0	1	1	0	1	0	0	0	DL
697a	1	0	1	0	0	0	1	0	0	B
699a	0	0	1	0	0	1	1	0	0	B
702a	0	0	1	0	0	1	0	0	0	B
702b	0	0	1	0	0	1	0	0	0	DL
703a	0	0	0	0	0	0	0	0	0	DL
703b	1	0	1	1	0	1	1	0	1	B
709a	0	0	1	0	0	1	0	1	0	B
715a	1	0	1	0	0	1	0	0	0	DL
722a	0	0	1	1	0	1	1	0	0	B
723a	0	0	1	1	0	1	1	1	0	B
725a	0	0	1	1	0	1	1	0	0	B
727a	1	0	1	1	0	1	0	0	0	B
727b	1	0	1	0	0	1	0	0	0	B
729a	0	0	1	0	0	1	0	0	0	B
729b	0	0	1	0	0	1	1	0	0	DL
730a	1	0	1	1	0	1	0	0	0	B
730b	1	0	1	1	0	1	0	0	0	B
731a	1	0	1	0	0	1	1	0	0	B
732a	0	0	1	0	0	1	0	1	0	B
733a	1	0	1	0	0	1	1	0	0	B
734a	1	0	1	1	0	1	1	0	0	B
734b	1	0	1	1	0	1	0	1	0	DL
736a	1	0	1	0	0	1	1	0	0	B
737a	0	0	1	0	0	1	0	0	0	B
737b	0	0	1	0	0	1	0	0	0	B
738a	0	0	1	0	0	1	0	0	1	B
738b	0	0	1	0	0	1	0	0	1	S
745a	1	0	1	0	0	0	0	1	0	B
746a	0	0	1	0	0	0	1	0	0	B
747a	0	0	0	0	0	0	0	0	0	B
748a	0	0	1	0	0	0	0	1	0	B
748b	0	0	1	0	0	0	1	0	0	N
749a	0	0	1	0	0	0	0	1	0	B
752a	1	0	1	0	0	1	0	0	0	DL
752b	1	0	1	0	0	1	0	0	0	DL
754a	1	0	1	0	0	1	0	0	0	B
757a	1	0	1	0	0	1	0	0	0	B
757b	1	0	1	0	0	1	0	0	0	DL
760a	0	0	1	0	0	1	1	0	0	B
762a	0	0	1	0	0	1	0	0	0	B
764a	1	0	1	0	0	1	0	0	0	DL
766a	0	0	1	0	0	1	0	0	0	B
769a	0	0	1	0	0	1	1	0	0	B
772a	0	0	1	0	0	1	0	0	0	B
774a	0	0	0	0	0	0	0	0	0	DL
774b	0	0	0	0	0	0	0	0	0	DL
777a	0	0	1	0	0	1	0	0	0	B
783a	0	0	1	0	0	1	0	0	0	B
784a	1	0	1	0	0	1	0	0	0	B
785a	1	0	1	1	0	1	0	0	0	B
785b	1	0	1	1	0	1	0	0	0	B
789a	1	0	1	0	0	1	0	0	0	B
791a	1	0	1	1	0	1	0	0	0	B
791b	0	0	1	1	0	1	0	0	0	DL
792a	0	0	1	0	0	1	0	0	0	B
793a	1	0	1	0	0	1	0	0	0	B
796a	0	0	1	0	0	1	0	0	0	B
797a	1	0	1	1	0	1	0	0	0	B
797b	1	0	1	1	0	1	0	0	0	B
799a	1	0	1	0	0	1	0	0	0	B
802a	0	0	1	0	0	1	0	0	0	B
804a	1	0	1	0	0	1	0	0	0	B
811a	0	0	1	0	0	0	1	0	0	B
812a	1	0	1	0	0	1	1	0	0	B
813a	1	0	1	0	0	1	0	0	0	DL
820a	0	0	1	0	0	1	1	0	0	B
822a	1	0	1	0	0	1	0	1	0	B
824a	1	0	1	0	0	1	1	1	0	B
825a	0	0	1	0	0	1	1	0	0	B
830a	0	0	1	0	0	1	0	0	0	B
831a	0	0	0	0	0	0	0	0	0	DL
831b	1	0	1	1	0	1	0	0	0	B
836a	1	0	1	0	0	0	0	1	0	B
841a	1	0	1	0	0	1	0	0	0	DL
844a	0	0	1	0	0	1	0	0	0	N
846a	1	0	1	0	0	1	0	0	0	B
851a	0	0	1	0	0	1	1	0	1	B
852a	1	0	1	0	0	1	0	0	0	B
855a	0	0	1	0	0	1	0	1	0	DL
857a	1	0	1	0	0	1	0	0	0	B
858a	0	0	1	0	0	1	0	0	0	B
859a	1	0	1	0	0	1	0	0	0	B
859b	1	0	1	0	0	1	0	1	0	DL
862a	0	0	1	0	0	1	0	1	0	B
864a	0	0	1	0	0	1	0	0	0	DL
864b	0	0	1	0	0	1	0	0	0	DL
866a	1	0	1	0	0	1	0	0	0	DL
867a	0	0	1	0	0	1	0	0	0	B
867b	0	0	1	0	0	1	0	0	0	B
868a	0	0	1	0	0	1	0	0	1	DL
868b	0	0	1	0	0	1	0	0	1	DL
869a	1	0	1	0	0	1	0	1	0	B
870a	1	0	1	0	0	1	0	1	0	B
872a	1	0	1	0	0	0	0	1	0	B
874a	1	0	1	0	0	1	0	0	0	DL
874b	1	0	1	0	0	1	0	0	0	N
876a	1	0	1	0	0	1	0	1	0	B
878a	0	0	1	0	0	1	0	0	1	B
879a	0	0	1	0	0	1	0	0	0	DL
880a	0	0	1	0	0	1	0	1	0	DL
880b	1	0	1	0	0	1	0	0	0	B
881a	1	0	1	1	0	1	0	0	0	B
881b	1	0	1	1	0	1	0	0	0	B
883a	1	0	1	0	0	1	0	0	0	B
887a	0	0	1	0	0	1	1	0	0	B
888a	1	0	1	0	0	1	0	0	0	B
889a	1	0	1	0	0	1	0	0	0	B
892a	0	0	1	0	0	1	0	0	0	DL
892b	0	0	1	0	0	1	0	0	0	DL
898a	0	0	1	0	0	1	0	0	0	DL
902a	0	0	1	0	0	1	0	1	0	DL
906a	0	0	1	0	0	1	0	1	0	B
908a	0	0	1	0	0	1	0	0	0	B
909a	0	0	1	1	0	1	0	0	0	B
909b	0	0	1	0	0	1	1	0	0	DL
910a	0	0	1	0	0	1	0	0	0	B
915a	1	0	1	0	0	1	0	0	0	B
917a	0	0	1	0	0	1	0	0	0	B
920a	0	0	1	0	0	1	0	0	0	B
922a	0	0	1	0	0	1	0	0	0	B
927a	0	0	1	0	0	1	0	0	0	DL
927b	0	0	1	0	0	1	0	0	0	DL
931a	0	0	1	1	0	1	1	0	0	B
935a	0	0	1	0	0	1	0	1	0	DL
936a	1	0	1	0	0	0	0	1	0	DL
940a	0	0	1	0	0	0	0	1	0	B
943a	0	0	1	0	0	1	1	1	0	B
944a	0	0	1	0	0	0	0	1	0	B
945a	1	0	1	0	0	0	0	1	0	B
948a	1	0	1	0	0	1	0	0	0	N
949a	0	0	1	0	0	1	0	0	0	DL
950a	0	0	1	0	0	1	0	0	0	B
950b	0	0	1	0	0	1	0	0	0	B
953a	0	0	1	0	0	1	0	1	0	B
956a	0	0	1	0	0	1	0	1	0	B
957a	1	0	1	0	0	1	0	0	0	B
959a	0	0	1	0	0	1	0	1	0	B
960a	0	0	1	0	0	1	0	0	0	B
960b	0	0	1	0	0	1	0	0	0	B
961a	0	0	1	0	0	1	0	1	0	B
963a	1	1	1	0	0	1	0	1	0	DL
967a	1	0	1	1	0	1	1	0	0	B
970a	1	0	1	0	0	1	1	0	0	B
973a	0	0	1	0	0	1	0	0	0	B
973b	0	0	1	0	0	1	0	0	0	DL
975a	0	1	1	0	0	1	0	0	0	DL
978a	1	1	1	0	0	1	0	0	0	DL
979a	1	0	1	0	0	1	0	0	0	B
984a	0	0	1	0	0	1	0	0	0	B
985a	0	0	1	0	0	1	0	0	0	B
989a	0	0	1	0	0	1	0	0	0	B
989b	0	0	1	0	0	1	0	0	0	B
991a	0	0	1	0	0	1	0	0	0	B
994a	0	0	1	0	0	0	0	1	0	B
996a	1	0	1	1	0	1	0	1	0	B
998a	1	0	1	0	0	1	1	1	0	B
1000a	0	0	1	0	0	1	0	0	1	B
1000b	0	0	1	0	0	1	0	0	1	DL
1002a	0	0	1	1	0	1	0	0	0	B
1002b	0	0	1	1	0	1	0	0	0	B
1004a	0	0	1	0	0	1	0	0	0	B
1007a	0	0	1	0	0	1	0	0	0	B
1018a	0	0	1	0	0	0	1	0	0	B
1019a	0	0	1	0	0	1	0	0	0	B
1021a	0	0	1	0	0	1	0	0	0	B
1021b	0	0	1	0	0	1	0	0	0	B
1022a	0	0	1	1	0	1	0	0	0	B
1022b	0	0	0	0	0	0	0	0	0	DL
1026a	0	0	1	0	0	1	1	0	0	B
1028a	0	0	1	0	0	1	0	1	0	B
1029a	0	0	1	1	0	1	0	1	0	DL
1031a	0	0	1	0	0	1	0	1	0	B
1033a	1	0	1	0	0	0	1	0	0	B
1037a	0	0	1	0	0	1	1	0	0	B
1038a	0	0	1	0	0	1	1	0	0	DL
1043a	0	0	1	0	0	0	0	1	0	B
1044a	0	0	1	0	0	1	1	0	0	DL
1045a	0	0	1	0	0	1	0	0	0	B
1045b	0	0	1	0	0	1	0	0	0	DL
1047a	1	0	1	0	0	1	0	0	0	DL
1048a	0	0	1	0	0	1	0	0	0	B
1049a	1	0	1	0	0	1	0	0	0	B
1050a	0	0	1	0	0	1	1	0	0	B
1052a	1	0	1	0	0	1	0	1	0	B
1053a	1	0	1	0	0	0	1	0	0	B
1054a	1	0	1	0	0	1	0	1	0	B
1057a	1	0	1	0	0	1	1	0	0	B
1061a	0	0	1	0	0	1	0	1	0	B
1064a	0	0	1	0	0	1	1	1	0	B
1065a	0	0	1	1	0	1	0	0	0	B
1065b	1	0	1	1	0	1	0	0	0	N
1068a	1	0	1	1	0	1	0	0	0	DL
1069a	0	0	1	0	0	1	0	1	0	B
1074a	1	0	1	1	0	1	0	0	0	B
1074b	1	0	1	1	0	1	0	0	0	B
1076a	1	0	1	0	0	1	0	0	0	DL
1080a	0	0	1	0	0	1	0	0	1	B
1082a	0	0	1	0	0	1	0	0	0	B
1082b	0	0	1	0	0	1	0	0	0	DL
1083a	0	0	1	1	0	1	0	0	0	B
1083b	1	0	1	1	0	1	0	0	0	B
1084a	1	0	1	0	0	0	0	1	0	B
1087a	0	0	1	0	0	1	0	1	0	DL
1090a	1	0	1	0	0	1	0	0	0	DL
1091a	0	0	1	0	0	1	0	0	0	B
1092a	0	0	1	1	0	1	0	0	0	B
