pair_ID	GoldLabel	complexCtxs	contraCost	VER	ANTIVER	AVER	EQUALS	SUPER	SUB	DIS	GKR4NLILabel
8500a	N	0	0	1	0	0	1	1	1	0	N
8505a	N	0	0	1	0	0	1	0	0	0	N
8548a	N	0	0	1	0	0	1	1	1	0	N
8558a	N	1	0	1	0	0	1	0	0	0	N
8576a	E	0	0	1	0	0	1	0	1	1	N
8632a	C	1	0	1	1	0	1	0	0	0	C
8632b	C	0	0	1	1	0	1	0	0	0	C
8633a	E	0	0	1	0	0	1	1	0	0	N
8633b	E	0	0	1	0	0	1	1	1	0	N
8658a	N	1	0	1	1	0	1	0	0	0	E
8660a	E	0	0	1	0	0	1	1	0	0	N
8678a	E	0	0	1	0	0	1	0	1	0	E
8678b	E	1	0	1	0	0	1	0	0	0	E
8700a	N	0	0	1	0	0	1	0	0	0	N
8714a	E	0	0	1	0	0	1	0	0	0	E
8806a	E	0	0	1	0	0	1	0	1	0	E
8832a	C	0	0	1	0	0	1	0	0	1	C
8832b	C	0	0	1	0	0	1	0	0	1	C
8841a	C	0	0	1	0	0	1	0	0	0	N
8841b	C	0	0	1	0	0	1	0	0	0	N
8855a	N	0	0	1	0	0	1	0	0	0	N
8855b	C	1	0	1	0	0	1	0	0	0	E
8938a	N	1	0	1	0	0	1	0	1	0	N
8963a	N	1	0	1	0	0	1	0	0	0	N
8986a	E	0	0	1	0	0	1	0	0	0	N
9014a	C	0	0	1	0	0	1	1	0	0	N
9014b	C	0	0	1	0	0	1	1	0	0	N
9029a	N	1	0	1	0	0	1	0	0	0	N
9036a	N	0	0	1	0	1	1	0	0	0	N
9056a	N	0	0	1	0	0	1	0	0	0	N
9069a	E	0	0	1	0	0	1	0	1	0	E
9093a	N	1	0	1	0	0	0	1	0	0	N
9102a	N	1	0	1	0	0	1	0	0	0	N
9125a	N	0	0	1	0	0	1	1	0	0	N
9132a	E	0	0	1	0	0	1	0	0	0	E
9132b	E	0	0	1	0	0	1	0	0	0	E
9136a	E	0	0	1	0	0	1	0	0	0	E
9169a	N	0	0	1	0	0	1	0	0	0	N
9188a	N	0	0	1	0	0	1	0	0	0	N
9198a	N	0	0	1	1	0	1	1	0	0	N
9200a	N	0	0	1	0	0	1	0	1	0	N
9211a	N	0	0	1	0	0	1	0	0	0	N
9224a	N	1	0	1	0	0	1	0	0	0	N
9242a	N	0	0	1	0	0	1	1	1	0	N
9287a	N	1	0	1	0	0	1	1	0	0	N
9303a	E	0	0	1	0	0	1	0	0	0	E
9303b	E	0	0	1	0	0	1	0	0	0	E
9314a	N	0	0	1	0	0	0	0	1	0	N
9336a	N	1	0	1	0	0	1	0	0	0	N
9359a	N	0	0	1	0	0	1	0	0	0	E
9359b	E	0	0	1	0	0	1	0	0	0	E
9371a	N	0	0	1	0	0	1	1	1	0	N
9401a	N	0	0	1	0	0	1	1	0	0	N
9433a	E	0	0	1	0	0	1	0	0	0	N
9490a	C	0	0	1	1	0	1	1	0	0	N
9490b	C	0	0	1	1	0	1	0	1	0	N
9500a	N	0	0	1	0	0	1	1	1	0	N
9545a	N	1	0	1	0	0	0	0	1	0	N
9571a	E	0	0	1	0	0	1	0	0	0	N
9584a	N	0	0	1	0	0	1	1	0	0	N
9584b	E	0	0	1	0	0	1	0	1	0	E
9623a	C	0	0	1	0	0	1	0	0	1	C
9623b	C	0	0	1	0	0	1	0	0	1	C
9669a	E	0	1	1	0	0	1	0	0	0	C
9669b	E	0	1	1	0	0	1	0	0	0	C
9677a	N	0	0	1	0	0	1	1	1	0	N
9706a	C	0	0	1	0	0	1	1	0	0	N
9706b	C	0	0	1	0	0	1	0	1	0	E
9713a	N	1	0	1	0	0	1	0	0	0	N
9713b	E	1	0	1	0	0	1	0	0	0	N
9722a	N	0	0	1	0	0	1	0	0	0	N
9745a	N	0	0	1	0	0	1	0	0	0	N
9747a	E	0	0	1	0	0	1	0	0	0	N
9747b	E	0	0	1	0	0	1	0	0	0	N
9759a	N	0	0	1	0	0	0	1	1	0	N
9763a	N	0	0	0	0	0	0	0	0	0	N
9771a	N	1	0	1	0	0	0	0	1	0	N
9788a	N	0	0	1	0	0	0	0	1	0	N
9789a	N	0	0	1	0	0	0	0	1	0	N
9822a	N	0	0	0	0	0	0	0	0	0	N
9838a	N	0	0	1	0	0	0	0	1	0	N
9843a	N	1	0	1	0	0	0	0	1	0	N
9869a	N	0	0	1	0	0	1	0	0	0	N
9880a	N	0	0	0	0	0	0	0	0	0	N
9931a	N	0	0	1	0	0	1	0	0	0	N
9963a	N	0	0	0	0	0	0	0	0	0	N
9975a	N	0	0	0	0	0	0	0	0	0	N
9988a	N	0	0	0	0	0	0	0	0	0	N
1a	N	0	0	1	0	0	1	1	0	0	N
2a	C	1	0	1	0	0	0	0	1	0	N
3a	E	0	0	1	0	0	1	0	0	0	N
5a	N	1	0	1	0	0	0	0	1	0	N
9a	N	1	0	1	0	0	1	0	1	1	N
12a	N	0	0	1	0	0	1	1	0	0	N
14a	N	0	0	1	0	1	1	0	1	0	N
18a	N	0	0	1	0	1	1	0	0	0	N
25a	C	0	0	0	0	0	0	0	0	0	N
26a	N	0	0	1	0	0	0	1	1	0	N
28a	N	0	0	1	0	0	1	1	0	0	N
30a	E	0	0	1	0	0	1	0	0	0	E
30b	E	0	0	1	0	0	1	0	0	0	E
40a	N	0	0	1	0	0	1	0	1	0	N
42a	C	1	0	1	1	0	1	0	0	0	C
42b	C	1	0	1	1	0	1	0	0	0	C
44a	E	0	0	1	0	0	1	0	0	0	N
45a	C	0	0	1	1	0	1	0	0	0	N
47a	N	0	0	1	0	0	1	0	0	0	N
49a	N	1	0	1	0	0	1	0	0	0	N
55a	E	0	0	1	0	0	1	0	0	0	N
56a	C	1	0	1	0	0	1	0	0	0	N
58a	N	1	0	1	0	0	1	0	0	0	N
62a	N	1	0	1	0	0	1	0	0	0	N
70a	N	0	0	1	0	0	1	0	0	0	N
73a	N	0	0	1	0	0	1	0	0	0	N
77a	N	0	0	1	0	0	1	0	0	0	N
78a	N	0	0	1	0	0	1	0	0	1	C
78b	C	0	0	1	0	0	1	0	0	1	C
79a	N	0	0	1	0	0	1	0	0	0	N
81a	N	0	0	1	0	0	1	0	0	0	N
82a	N	0	0	1	0	0	1	0	0	0	N
83a	N	0	0	1	0	0	1	0	0	0	N
84a	N	0	0	1	0	0	1	0	0	0	N
85a	N	0	0	1	0	0	1	0	0	0	N
87a	E	0	0	1	0	0	1	0	0	0	E
87b	E	0	0	1	0	0	1	0	0	0	E
88a	C	0	0	1	1	0	1	0	0	0	C
88b	C	1	0	1	1	0	1	0	0	0	C
90a	C	0	0	1	0	0	1	0	0	1	C
90b	C	0	0	1	0	0	1	0	0	1	C
91a	N	1	0	1	0	0	1	0	0	0	N
93a	N	0	0	1	0	0	1	1	0	0	N
94a	N	1	0	1	0	0	1	0	0	0	N
97a	N	0	0	1	0	0	1	0	0	0	N
98a	E	0	0	1	0	0	1	0	0	0	E
98b	E	0	0	1	0	0	1	0	0	0	E
99a	N	0	0	1	0	0	1	0	1	0	E
100a	E	0	0	1	0	0	1	0	0	0	N
107a	E	0	0	1	0	0	1	0	0	0	N
112a	N	1	0	1	0	0	0	0	1	0	N
113a	N	1	0	1	0	0	0	0	1	0	N
117a	N	1	0	1	0	0	0	1	0	0	N
120a	N	1	0	1	0	0	1	0	0	0	C
122a	C	0	0	0	0	0	0	0	0	0	N
122b	C	0	0	0	0	0	0	0	0	0	N
124a	N	0	0	0	0	0	0	0	0	0	N
126a	N	0	0	1	0	0	1	1	1	0	N
127a	N	1	0	1	0	0	1	0	0	0	N
129a	E	0	0	1	0	0	1	0	0	0	E
130a	N	1	0	1	0	0	1	0	0	0	N
131a	N	0	0	1	0	0	1	0	0	0	N
133a	N	0	0	1	0	0	1	0	0	0	E
136a	N	0	0	1	0	0	1	1	0	0	N
139a	N	0	0	1	0	0	1	0	1	0	N
140a	E	0	0	1	0	0	1	0	0	0	E
140b	E	0	0	1	0	0	1	0	0	0	E
141a	C	1	0	1	1	0	1	0	0	0	C
141b	C	1	0	1	1	0	1	0	0	0	C
146a	N	1	0	1	0	0	0	1	0	0	N
148a	N	1	0	1	0	0	0	1	0	0	N
150a	C	1	0	1	1	0	1	0	0	0	C
150b	C	1	0	1	1	0	1	0	0	0	C
159a	C	0	0	1	0	0	1	0	0	0	E
159b	C	0	0	1	0	0	1	0	0	0	E
161a	C	0	0	1	1	0	1	0	0	0	N
161b	C	0	0	1	1	0	1	0	0	0	N
163a	C	1	0	1	1	0	1	0	0	0	N
164a	E	1	0	1	0	0	1	0	0	0	N
170a	C	0	0	1	0	0	1	0	0	0	C
173a	N	0	1	1	0	0	1	1	1	0	E
176a	N	0	1	1	0	0	1	1	1	0	E
184a	N	0	0	1	0	0	1	0	0	0	N
188a	N	0	0	1	0	0	1	1	1	0	N
192a	C	1	0	1	1	0	1	0	0	0	C
192b	C	1	0	1	1	0	1	0	0	0	C
194a	C	0	0	0	0	0	0	0	0	0	N
194b	C	0	0	1	1	0	1	1	0	0	C
200a	E	0	0	1	0	0	1	0	0	0	E
201a	C	0	0	1	1	0	1	0	0	0	C
201b	C	1	0	1	1	0	1	0	0	0	C
202a	E	1	0	1	0	0	1	0	0	0	N
202b	E	1	0	1	0	0	1	0	0	0	N
205a	N	1	0	1	0	0	0	1	0	0	N
215a	N	1	0	1	0	0	1	0	0	0	N
216a	N	1	0	1	1	0	1	0	0	0	N
217a	N	0	0	1	0	0	1	0	1	0	N
223a	N	0	0	1	0	0	1	0	0	0	N
224a	N	0	0	1	0	0	1	0	0	0	N
226a	N	0	0	1	0	0	1	0	0	0	N
227a	N	1	0	1	1	0	1	0	0	0	N
232a	C	0	0	1	1	0	1	0	0	0	C
232b	C	0	0	1	0	0	1	0	0	0	C
233a	E	0	0	1	0	0	1	0	0	0	E
233b	E	0	0	1	0	0	1	0	0	0	E
234a	N	0	0	1	0	0	1	0	0	0	N
237a	N	0	0	1	0	0	1	0	0	0	N
238a	N	1	0	1	1	0	1	0	0	0	C
240a	E	0	0	1	0	0	1	0	1	0	E
240b	E	0	0	1	0	0	1	1	0	0	N
241a	N	0	0	1	0	0	1	0	0	0	N
248a	N	0	0	1	0	0	1	0	0	0	N
249a	N	0	0	1	0	0	1	0	1	0	N
254a	C	0	0	1	1	0	1	0	0	0	C
254b	C	0	0	1	1	0	1	0	0	0	C
256a	C	0	0	1	1	0	1	0	0	0	C
256b	C	1	0	1	1	0	1	0	0	0	C
257a	N	0	0	1	0	0	0	1	0	0	N
258a	C	0	0	1	0	0	0	1	0	0	N
259a	N	0	0	1	0	0	0	0	1	0	N
260a	N	1	0	1	0	0	0	1	0	0	N
265a	E	1	0	1	0	0	1	0	0	0	E
266a	C	1	0	1	0	0	1	0	0	0	E
266b	C	1	0	1	0	0	1	0	0	0	E
269a	N	0	0	1	0	0	1	0	0	0	N
272a	N	1	0	1	0	0	1	0	0	0	N
273a	E	0	0	1	0	0	1	0	0	0	E
276a	C	1	0	1	0	0	1	0	0	0	N
276b	C	1	0	1	0	0	1	0	0	0	N
277a	N	0	0	1	0	0	0	1	0	0	N
279a	N	1	0	1	0	0	0	0	1	0	N
283a	C	0	0	1	1	0	1	0	0	0	C
283b	C	0	0	1	1	0	1	0	0	0	C
286a	N	1	0	1	0	0	0	0	1	0	N
287a	N	0	0	1	0	0	1	1	1	0	N
289a	N	1	0	1	1	0	1	1	1	0	N
291a	N	0	0	1	0	0	1	0	0	1	C
293a	E	0	0	1	0	0	1	0	0	0	E
296a	N	0	0	1	0	0	0	0	1	1	N
301a	C	0	0	1	1	0	1	0	0	0	C
301b	C	0	0	1	1	0	1	0	0	0	C
302a	N	0	0	1	0	0	1	0	0	0	E
302b	C	0	0	1	0	0	1	0	0	0	E
303a	E	0	0	1	0	0	1	1	0	0	N
303b	E	0	0	1	0	0	1	0	1	0	E
305a	E	0	0	1	0	0	1	0	1	0	N
309a	N	0	0	1	0	0	1	0	1	0	N
310a	N	0	0	1	0	0	1	0	1	0	N
311a	E	0	0	1	0	0	1	0	1	0	N
312a	C	0	0	1	0	0	1	0	0	0	E
312b	C	0	0	1	0	0	1	0	0	0	E
313a	E	0	0	1	0	0	1	0	1	0	N
313b	E	0	0	1	0	0	1	1	0	0	N
323a	N	0	0	1	0	0	1	0	0	0	N
323b	C	0	0	1	0	0	1	0	0	0	N
327a	N	0	0	1	1	0	1	0	0	0	N
329a	N	1	0	1	0	0	1	0	1	0	N
331a	E	1	0	1	0	0	1	0	0	0	N
332a	N	1	0	1	0	0	1	0	0	0	N
333a	E	0	0	1	0	0	1	0	0	0	N
335a	N	1	0	1	0	0	1	0	0	0	N
338a	N	1	0	1	0	0	0	0	1	0	N
339a	E	1	0	1	0	0	0	0	1	0	N
340a	E	0	0	1	0	0	1	0	1	0	E
341a	C	1	0	1	0	0	1	0	0	0	C
341b	C	1	0	1	1	0	1	0	0	0	C
344a	C	1	0	1	1	0	1	0	0	0	C
344b	C	1	0	1	1	0	1	0	0	0	C
346a	N	1	0	1	0	0	0	0	1	0	N
347a	N	1	0	1	0	0	0	0	1	0	N
351a	E	0	0	1	0	0	1	0	0	0	N
351b	E	0	0	1	0	0	1	0	0	0	N
354a	E	0	0	1	0	0	1	0	1	0	N
358a	N	0	0	1	0	0	1	0	0	0	N
360a	N	1	0	1	0	0	1	0	0	0	E
361a	N	1	0	1	0	0	0	0	1	0	N
362a	E	0	0	1	0	0	1	0	0	0	E
363a	C	1	0	1	1	0	1	0	0	0	C
363b	C	1	0	1	1	0	1	0	0	0	C
366a	N	1	0	1	0	0	1	1	0	0	N
367a	N	1	0	1	0	0	1	0	0	0	N
370a	N	1	0	1	0	0	1	0	0	0	N
372a	C	0	0	1	1	0	1	0	0	0	C
372b	C	1	0	1	1	0	1	0	0	0	C
373a	E	1	0	1	0	0	1	0	0	0	N
374a	N	0	0	1	0	0	1	1	0	0	N
377a	N	0	0	1	0	0	1	0	0	0	N
379a	N	0	0	1	0	0	1	0	1	0	N
380a	N	0	0	1	1	0	1	0	0	0	N
381a	N	0	0	1	0	0	1	0	0	0	N
387a	N	0	0	1	0	0	1	0	0	1	C
390a	E	0	0	1	0	0	1	0	0	0	N
391a	E	0	0	1	0	0	1	1	0	0	N
391b	E	0	0	1	0	0	1	0	0	0	E
393a	N	1	0	1	0	0	1	1	0	0	N
395a	C	0	0	1	1	0	1	0	0	0	C
395b	C	0	0	1	1	0	1	0	0	0	C
396a	N	0	0	1	0	0	1	0	1	1	N
397a	C	1	0	1	1	0	0	0	1	0	N
398a	N	0	0	1	0	0	1	0	1	0	N
403a	N	0	0	1	0	0	1	1	0	0	N
404a	E	0	0	1	0	0	1	0	0	0	E
404b	E	0	0	1	0	0	1	0	0	0	E
409a	N	0	0	1	0	0	0	0	1	0	N
410a	E	0	0	1	0	0	0	1	1	0	N
413a	N	1	0	1	0	0	1	0	0	0	N
415a	N	0	0	1	0	0	1	1	1	0	N
422a	E	0	0	1	0	0	1	0	0	0	E
423a	C	1	0	1	1	0	1	0	0	0	C
423b	C	1	0	1	1	0	1	0	0	0	C
427a	N	0	0	1	0	0	1	1	1	0	N
428a	C	1	0	1	0	0	1	0	0	0	C
434a	N	1	0	1	0	0	1	0	0	0	N
435a	N	1	0	1	0	0	1	0	0	0	N
436a	N	0	0	1	0	0	1	0	1	0	E
438a	N	1	0	1	0	0	0	0	1	0	N
439a	N	1	0	1	0	0	0	0	1	0	N
440a	N	1	0	1	0	0	0	0	1	0	N
441a	N	0	0	1	0	0	0	1	0	0	N
446a	N	0	0	1	0	0	1	0	0	0	E
447a	N	0	1	1	0	0	0	1	0	0	C
451a	N	1	0	1	0	0	1	0	1	0	E
454a	C	1	0	1	1	0	1	0	0	0	C
454b	C	1	0	1	1	0	1	0	0	0	C
457a	N	0	0	1	0	0	1	0	1	0	E
461a	N	1	0	1	0	0	1	0	0	0	N
462a	N	0	0	1	0	0	1	0	1	0	N
465a	E	0	0	1	0	0	1	1	0	0	N
465b	E	0	0	1	0	0	1	0	0	0	N
470a	N	1	0	1	1	0	1	0	1	0	N
473a	E	0	0	1	0	0	1	1	0	0	N
475a	N	0	0	1	0	0	1	0	1	0	N
476a	C	0	0	1	0	1	1	0	0	0	N
476b	C	0	0	1	1	0	1	0	0	0	C
477a	E	0	0	1	0	0	0	1	1	0	N
484a	N	0	0	1	0	0	1	0	0	0	N
485a	N	0	0	1	0	0	1	0	0	0	N
485b	C	0	0	1	0	0	1	0	0	0	N
486a	N	0	0	1	0	0	1	0	0	0	N
494a	E	0	0	1	0	1	1	1	0	0	N
494b	E	1	0	1	0	0	1	0	1	0	N
500a	N	1	0	1	0	0	1	1	0	0	N
505a	E	1	0	1	0	0	1	0	0	0	E
505b	E	1	0	1	0	0	1	0	0	0	N
506a	C	1	0	1	1	0	1	0	0	0	C
506b	C	1	0	1	0	0	1	0	0	0	C
507a	C	1	0	1	1	0	1	0	0	0	N
508a	N	1	0	1	0	0	1	0	0	0	N
513a	N	0	0	1	0	0	1	1	0	0	N
514a	N	0	0	1	0	0	1	1	0	0	N
515a	E	0	0	1	0	0	1	0	1	0	E
516a	N	0	0	1	0	0	1	1	0	0	N
522a	N	1	0	1	1	0	1	0	1	0	C
524a	N	1	0	1	0	0	1	0	0	0	E
527a	N	0	0	1	0	0	1	0	1	0	E
528a	E	0	0	1	0	0	1	0	0	0	N
528b	E	0	0	1	0	0	1	0	1	0	N
529a	C	1	0	1	0	0	1	0	0	0	N
529b	C	1	0	1	0	0	1	0	0	0	N
531a	E	0	0	1	0	0	1	0	0	0	E
531b	E	0	0	1	0	0	1	0	0	0	E
535a	N	1	0	1	1	0	1	0	1	0	N
538a	N	0	0	0	0	0	0	0	0	0	N
541a	E	0	0	1	0	0	1	0	0	0	E
541b	E	0	0	1	0	0	1	0	0	0	E
542a	C	1	0	1	1	0	1	0	0	0	C
542b	C	1	0	1	0	0	1	0	0	0	C
545a	N	0	0	1	1	0	1	0	0	1	E
545b	C	0	0	1	1	0	1	0	0	1	E
548a	N	0	0	1	1	0	1	0	0	0	C
550a	N	0	0	1	0	0	1	0	0	1	N
551a	N	1	0	1	1	0	1	0	0	1	N
552a	N	0	0	1	0	0	1	0	0	1	N
555a	C	0	0	1	1	0	1	0	0	0	C
555b	C	1	0	1	0	0	1	0	0	0	C
556a	N	0	0	1	0	0	1	0	0	0	N
557a	E	0	0	1	0	0	1	1	0	0	N
557b	E	0	0	1	0	0	1	0	1	0	E
560a	N	1	0	1	0	0	0	1	0	0	N
561a	N	1	0	1	0	0	1	0	0	0	N
564a	N	0	0	1	1	0	1	0	0	0	N
565a	N	0	0	1	0	0	1	1	0	0	N
568a	N	1	0	1	0	0	1	1	0	0	N
570a	E	0	0	1	0	0	1	1	0	0	N
570b	E	0	0	1	0	0	1	0	1	0	E
581a	N	1	0	1	0	0	1	1	0	0	N
586a	N	0	0	1	1	0	1	0	1	0	N
587a	E	0	0	1	0	0	1	1	0	0	N
588a	N	1	0	1	0	0	0	0	1	0	N
597a	N	0	0	1	0	0	1	0	1	0	N
599a	N	0	0	1	0	0	1	1	0	0	N
601a	N	1	0	1	0	0	1	0	0	0	N
603a	E	0	0	1	0	0	1	0	0	0	E
603b	E	0	0	1	0	0	1	0	0	0	E
604a	C	0	0	1	1	0	1	0	0	0	C
604b	C	1	0	1	1	0	1	0	0	0	C
606a	N	0	0	1	0	0	1	1	1	0	N
609a	N	0	0	1	0	0	1	0	1	0	N
611a	N	0	0	1	1	0	1	0	1	0	N
617a	C	1	0	1	0	0	1	0	1	0	E
621a	N	0	0	1	0	0	1	1	0	0	N
622a	C	1	0	1	0	0	1	1	0	0	N
625a	N	1	0	1	0	0	1	0	0	0	N
626a	E	0	0	1	0	0	1	0	1	0	E
626b	E	0	0	1	0	0	1	1	0	0	N
629a	E	0	0	1	0	0	1	0	0	0	N
629b	E	0	0	1	0	0	1	0	0	0	N
632a	N	1	0	1	0	0	0	0	1	0	N
638a	N	1	0	1	0	0	0	1	0	0	N
643a	N	0	0	1	0	0	1	0	1	0	E
645a	E	0	0	1	0	0	1	1	0	0	N
646a	N	0	0	1	0	0	1	1	1	0	N
648a	E	0	0	1	0	0	1	1	0	0	N
649a	N	0	0	1	0	0	1	1	0	0	N
653a	C	1	0	1	1	0	1	0	0	0	C
653b	C	1	0	1	1	0	1	0	0	0	C
655a	E	1	0	1	0	0	1	0	0	0	E
655b	E	1	0	1	0	0	1	0	0	0	E
657a	N	1	0	1	0	0	1	1	0	0	N
660a	N	0	0	1	0	0	1	0	1	0	E
661a	N	0	0	1	0	0	1	1	0	0	N
663a	N	0	0	1	0	0	1	1	0	0	N
668a	C	1	0	1	1	0	1	0	0	0	C
668b	C	1	0	1	1	0	1	0	0	0	C
671a	N	0	0	1	1	0	1	0	1	0	N
672a	N	1	0	1	0	0	1	1	0	0	N
676a	E	0	0	1	0	0	1	0	0	0	E
676b	E	0	0	1	0	0	1	0	0	0	E
678a	N	0	0	1	0	0	1	0	0	0	E
679a	E	0	0	1	0	0	1	0	0	0	E
680a	C	1	0	1	1	0	1	0	0	0	C
680b	C	1	0	1	0	0	1	0	0	0	C
685a	N	0	0	1	0	0	1	0	1	0	N
690a	N	1	0	1	0	0	1	0	0	0	N
691a	N	0	0	1	0	0	1	0	0	0	E
692a	E	0	0	1	0	0	1	0	1	0	N
692b	E	0	0	1	0	0	1	1	0	0	N
693a	C	0	0	1	1	0	1	0	0	0	N
693b	C	0	0	0	0	0	0	0	0	0	N
696a	N	1	0	1	1	0	1	0	0	0	C
697a	N	1	0	1	0	0	0	1	0	0	N
699a	N	0	0	1	0	0	1	1	0	0	N
702a	E	0	0	1	0	0	1	0	0	0	E
702b	E	0	0	1	0	0	1	0	0	0	N
703a	C	0	0	0	0	0	0	0	0	0	N
703b	C	1	0	1	1	0	1	1	0	1	C
709a	N	0	0	1	0	0	1	0	1	0	N
715a	N	1	0	1	0	0	1	0	0	0	E
722a	N	0	0	1	1	0	1	1	0	0	N
723a	N	0	0	1	1	0	1	1	1	0	N
725a	N	0	0	1	1	0	1	1	0	0	N
727a	C	1	0	1	1	0	1	0	0	0	C
727b	C	1	0	1	0	0	1	0	0	0	C
729a	E	0	0	1	0	0	1	0	0	0	E
729b	E	0	0	1	0	0	1	1	0	0	N
730a	C	1	0	1	1	0	1	0	0	0	C
730b	C	1	0	1	1	0	1	0	0	0	C
731a	N	1	0	1	0	0	1	1	0	0	N
732a	N	0	0	1	0	0	1	0	1	0	N
733a	N	1	0	1	0	0	1	1	0	0	N
734a	N	1	0	1	1	0	1	1	0	0	N
734b	C	1	0	1	1	0	1	0	1	0	N
736a	N	1	0	1	0	0	1	1	0	0	N
737a	E	0	0	1	0	0	1	0	0	0	E
737b	E	0	0	1	0	0	1	0	0	0	E
738a	C	0	0	1	0	0	1	0	0	1	C
738b	C	0	0	1	0	0	1	0	0	1	C
745a	N	1	0	1	0	0	0	0	1	0	N
746a	N	0	0	1	0	0	0	1	0	0	N
747a	N	0	0	0	0	0	0	0	0	0	N
748a	N	0	0	1	0	0	0	0	1	0	N
748b	C	0	0	1	0	0	0	1	0	0	N
749a	N	0	0	1	0	0	0	0	1	0	N
752a	E	1	0	1	0	0	1	0	0	0	N
752b	E	1	0	1	0	0	1	0	0	0	N
754a	N	1	0	1	0	0	1	0	0	0	N
757a	N	1	0	1	0	0	1	0	0	0	N
757b	C	1	0	1	0	0	1	0	0	0	N
760a	N	0	0	1	0	0	1	1	0	0	N
762a	E	0	0	1	0	0	1	0	0	0	E
764a	N	1	0	1	0	0	1	0	0	0	E
766a	N	0	0	1	0	0	1	0	0	0	N
769a	N	0	0	1	0	0	1	1	0	0	N
772a	E	0	0	1	0	0	1	0	0	0	E
774a	E	0	0	0	0	0	0	0	0	0	N
774b	E	0	0	0	0	0	0	0	0	0	N
777a	N	0	0	1	0	0	1	0	0	0	N
783a	N	0	0	1	0	0	1	0	0	0	N
784a	N	1	0	1	0	0	1	0	0	0	N
785a	C	1	0	1	1	0	1	0	0	0	C
785b	C	1	0	1	1	0	1	0	0	0	C
789a	N	1	0	1	0	0	1	0	0	0	N
791a	N	1	0	1	1	0	1	0	0	0	N
791b	C	0	0	1	1	0	1	0	0	0	N
792a	N	0	0	1	0	0	1	0	0	0	N
793a	N	1	0	1	0	0	1	0	0	0	N
796a	E	0	0	1	0	0	1	0	0	0	E
797a	C	1	0	1	1	0	1	0	0	0	C
797b	C	1	0	1	1	0	1	0	0	0	C
799a	N	1	0	1	0	0	1	0	0	0	N
802a	N	0	0	1	0	0	1	0	0	0	N
804a	N	1	0	1	0	0	1	0	0	0	N
811a	N	0	0	1	0	0	0	1	0	0	N
812a	N	1	0	1	0	0	1	1	0	0	N
813a	N	1	0	1	0	0	1	0	0	0	C
820a	N	0	0	1	0	0	1	1	0	0	N
822a	N	1	0	1	0	0	1	0	1	0	N
824a	N	1	0	1	0	0	1	1	1	0	N
825a	N	0	0	1	0	0	1	1	0	0	N
830a	E	0	0	1	0	0	1	0	0	0	E
831a	C	0	0	0	0	0	0	0	0	0	N
831b	C	1	0	1	1	0	1	0	0	0	C
836a	N	1	0	1	0	0	0	0	1	0	N
841a	N	1	0	1	0	0	1	0	0	0	E
844a	N	0	0	1	0	0	1	0	0	0	E
846a	N	1	0	1	0	0	1	0	0	0	N
851a	N	0	0	1	0	0	1	1	0	1	N
852a	N	1	0	1	0	0	1	0	0	0	N
855a	N	0	0	1	0	0	1	0	1	0	E
857a	N	1	0	1	0	0	1	0	0	0	N
858a	E	0	0	1	0	0	1	0	0	0	E
859a	N	1	0	1	0	0	1	0	0	0	N
859b	C	1	0	1	0	0	1	0	1	0	N
862a	N	0	0	1	0	0	1	0	1	0	N
864a	C	0	0	1	0	0	1	0	0	0	E
864b	C	0	0	1	0	0	1	0	0	0	E
866a	N	1	0	1	0	0	1	0	0	0	E
867a	E	0	0	1	0	0	1	0	0	0	E
867b	E	0	0	1	0	0	1	0	0	0	E
868a	C	0	0	1	0	0	1	0	0	1	N
868b	C	0	0	1	0	0	1	0	0	1	N
869a	N	1	0	1	0	0	1	0	1	0	N
870a	E	1	0	1	0	0	1	0	1	0	E
872a	N	1	0	1	0	0	0	0	1	0	N
874a	C	1	0	1	0	0	1	0	0	0	N
874b	C	1	0	1	0	0	1	0	0	0	N
876a	E	1	0	1	0	0	1	0	1	0	E
878a	C	0	0	1	0	0	1	0	0	1	C
879a	N	0	0	1	0	0	1	0	0	0	E
880a	E	0	0	1	0	0	1	0	1	0	N
880b	E	1	0	1	0	0	1	0	0	0	E
881a	C	1	0	1	1	0	1	0	0	0	C
881b	C	1	0	1	1	0	1	0	0	0	C
883a	N	1	0	1	0	0	1	0	0	0	N
887a	N	0	0	1	0	0	1	1	0	0	N
888a	N	1	0	1	0	0	1	0	0	0	N
889a	N	1	0	1	0	0	1	0	0	0	N
892a	E	0	0	1	0	0	1	0	0	0	N
892b	E	0	0	1	0	0	1	0	0	0	N
898a	E	0	0	1	0	0	1	0	0	0	N
902a	E	0	0	1	0	0	1	0	1	0	N
906a	N	0	0	1	0	0	1	0	1	0	N
908a	N	0	0	1	0	0	1	0	0	0	N
909a	N	0	0	1	1	0	1	0	0	0	N
909b	C	0	0	1	0	0	1	1	0	0	N
910a	N	0	0	1	0	0	1	0	0	0	N
915a	N	1	0	1	0	0	1	0	0	0	N
917a	N	0	0	1	0	0	1	0	0	0	N
920a	N	0	0	1	0	0	1	0	0	0	N
922a	N	0	0	1	0	0	1	0	0	0	N
927a	C	0	0	1	0	0	1	0	0	0	N
927b	C	0	0	1	0	0	1	0	0	0	N
931a	N	0	0	1	1	0	1	1	0	0	N
935a	C	0	0	1	0	0	1	0	1	0	E
936a	N	1	0	1	0	0	0	0	1	0	C
