pair_ID	sentence_AB	E_judgment
9425	No dog is in the sand that is blowing in the wind. [SEP] A dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background.	1
9433	The black and white dog is running in a green yard. [SEP] A black and white dog is running outdoors.	0
9452	A dog is jumping into the air in the country. [SEP] A dog is jumping in the shade of some trees.	2
9453	A dog is jumping in the shade of some trees. [SEP] A cat is jumping high into the air in the country.	2
9490	A cluster of four brown dogs are playing in a field of brown grass. [SEP] Four dogs are not playing in a grassy area.	1
9500	A big brown and white spotted dog is lying on a jacket on the street. [SEP] The dog is having a nap in the park.	2
9545	A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up. [SEP] The rider dressed in orange is driving a motorcycle on one wheel.	2
9571	An elder man is sitting on a bench and is wearing a gray jacket and black pants. [SEP] An elderly man is sitting on a bench.	0
9584	The woman is holding the paintbrush next to the artist's easel. [SEP] The lady is holding the paintbrush next to the artist's easel .	0
9623	A man is wearing a blue shirt and walking barefoot on a tennis court. [SEP] A woman is wearing a blue shirt and walking barefoot on a tennis court.	2
9669	The young girl is playing on the edge of a fountain and an older woman is watching her. [SEP] A young girl is playing on the edge of a fountain and an older woman is watching her.	0
9677	A young girl is playing on the edge of a fountain and an older woman is watching her. [SEP] A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain.	2
9706	A black and white dog with a large branch is standing in the field. [SEP] A black and white dog with a large branch is running in the field.	1
9713	A black and white dog is carrying a huge stick on the green grass. [SEP] A black and white dog with a large branch is running in the field.	0
9722	A boy is running through the sand. [SEP] A boy wearing a striped shirt is running barefoot on the sandy hill.	2
9745	Two young boys are looking up at the camera and one is sticking out his tongue. [SEP] The little boy is sticking his tongue out for the camera and another boy is looking on.	2
9747	A little boy is sticking his tongue out for the camera and another boy is looking on. [SEP] Two kids are looking up at the camera and one is sticking out his tongue.	0
9759	A laughing child is holding a water gun and getting sprayed with water. [SEP] A person in a blue jacket is jumping onto a tall cement wall.	2
9763	A person is slicing some mushrooms. [SEP] The elephant is being ridden by the woman.	2
9771	Two small children are playing with a toy car in the street. [SEP] A dog is running through a field and is chasing a toy.	2
9788	A man is playing an electric guitar. [SEP] A group of people is holding drinks and pointing at the camera.	2
9789	A girl in gold and purple is holding a rainbow afghan. [SEP] A man is squatting in brush and taking a photo.	2
9822	Two people are riding a bike. [SEP] A practicing jumper is tossing a person's snowboard into the air.	2
9838	Some instruments are being played by a band. [SEP] A young, topless woman is covered in paint.	2
9843	A family is buying something at the vending machine. [SEP] A man in a suit is standing at a microphone and singing.	2
9869	A bike is being ridden over a monkey. [SEP] A person is riding a dirt bike down a dirt hill.	2
9880	A biker is riding away from a fence. [SEP] A man is dancing on the road.	2
9931	A woman is playing an electric guitar. [SEP] A kid is playing guitar.	2
9963	The animal is grazing on the grass. [SEP] The cop is sitting on a police bike.	2
9975	The dog is snapping at some droplets of water. [SEP] A girl in a band is playing an instrument.	2
9988	A young man is pushing a motocross bike down a dirt hill. [SEP] A dog is swimming after a tennis ball.	2
1	A group of kids is playing in a yard and an old man is standing in the background. [SEP] A group of boys in a yard is playing and a man is standing in the background.	2
2	A group of children is playing in the house and there is no man standing in the background. [SEP] A group of kids is playing in a yard and an old man is standing in the background.	2
3	The young boys are playing outdoors and the man is smiling nearby. [SEP] The kids are playing outdoors near a man with a smile.	0
5	The kids are playing outdoors near a man with a smile. [SEP] A group of kids is playing in a yard and an old man is standing in the background.	2
9	The young boys are playing outdoors and the man is smiling nearby. [SEP] A group of kids is playing in a yard and an old man is standing in the background.	2
12	Two dogs are fighting. [SEP] Two dogs are wrestling and hugging.	2
14	A brown dog is attacking another animal in front of the man in pants. [SEP] Two dogs are fighting.	2
18	A brown dog is attacking another animal in front of the man in pants. [SEP] Two dogs are wrestling and hugging.	2
25	Nobody is riding the bicycle on one wheel. [SEP] A person in a black jacket is doing tricks on a motorbike.	2
26	A person is riding the bicycle on one wheel. [SEP] A man in a black jacket is doing tricks on a motorbike.	2
28	A person on a black motorbike is doing tricks with a jacket. [SEP] A person is riding the bicycle on one wheel.	2
30	A man with a jersey is dunking the ball at a basketball game. [SEP] The ball is being dunked by a man with a jersey at a basketball game.	0
35	A man with a jersey is dunking the ball at a basketball game. [SEP] A man who is playing dunks the basketball into the net and a crowd is in background.	2
40	The player is dunking the basketball into the net and a crowd is in background. [SEP] A man with a jersey is dunking the ball at a basketball game.	2
42	Two people are kickboxing and spectators are not watching. [SEP] Two people are kickboxing and spectators are watching.	1
44	Two young women are sparring in a kickboxing fight. [SEP] Two women are sparring in a kickboxing match.	0
45	Two young women are not sparring in a kickboxing fight. [SEP] Two women are sparring in a kickboxing match.	2
47	Two people are kickboxing and spectators are watching. [SEP] Two young women are not sparring in a kickboxing fight.	2
49	Two women are sparring in a kickboxing match. [SEP] Two people are kickboxing and spectators are not watching.	2
55	Three boys are jumping in the leaves. [SEP] Three kids are jumping in the leaves.	0
56	Three kids are sitting in the leaves. [SEP] Three kids are jumping in the leaves.	2
58	Children in red shirts are playing in the leaves. [SEP] Three kids are sitting in the leaves.	2
62	Children in red shirts are playing in the leaves. [SEP] Three kids are jumping in the leaves.	2
65	Two angels are making snow on the lying children. [SEP] Two children are lying in the snow and are making snow angels.	2
70	Two children are lying in the snow and are drawing angels. [SEP] Two people in snowsuits are lying in the snow and making snow angels.	2
72	Two people in snowsuits are lying in the snow and making snow angels. [SEP] Two angels are making snow on the lying children.	2
73	Two children are lying in the snow and are making snow angels. [SEP] Two people in snowsuits are lying in the snow and making snow angels.	2
77	People wearing costumes are gathering in a forest and are looking in the same direction. [SEP] Masked people are looking in the same direction in a forest.	0
78	People wearing costumes are gathering in a forest and are looking in the same direction. [SEP] People wearing costumes are scattering in a forest and are looking in different directions.	2
79	People are looking at some costumes gathered in the vicinity of the forest. [SEP] People wearing costumes are gathering in a forest and are looking in the same direction.	2
81	A little girl is looking at a woman in costume. [SEP] People wearing costumes are scattering in a forest and are looking in different directions.	2
82	A little girl is looking at a woman in costume. [SEP] People are looking at some costumes gathered in the vicinity of the forest.	2
83	A young girl is looking at a woman in costume. [SEP] People wearing costumes are gathering in a forest and are looking in the same direction.	2
84	People wearing costumes are gathering in a forest and are looking in the same direction. [SEP] The little girl is looking at a man in costume.	2
85	People wearing costumes are gathering in a forest and are looking in the same direction. [SEP] A little girl in costume looks like a woman.	2
87	A lone biker is jumping in the air. [SEP] A biker is jumping in the air, alone.	0
88	There is no biker jumping in the air. [SEP] A lone biker is jumping in the air.	1
90	A man is jumping into an empty pool. [SEP] A man is jumping into a full pool.	1
91	A man is jumping into an empty pool. [SEP] The man's jumper is in the empty pool.	2
93	A lone biker is jumping in the air. [SEP] A man is jumping into a full pool.	2
94	The man's jumper is in the empty pool. [SEP] A lone biker is jumping in the air.	2
97	A lone biker is jumping in the air. [SEP] A man is jumping into an empty pool.	2
98	Four kids are doing backbends in the park. [SEP] Four children are doing backbends in the park.	0
99	Four children are doing backbends in the gym. [SEP] Four children are doing backbends in the park.	2
100	Four girls are doing backbends and playing in the garden. [SEP] Four girls are doing backbends and playing outdoors.	0
107	A man who is playing is running with the ball in his hands. [SEP] A player is running with the ball.	0
112	Two groups of people are playing football. [SEP] A player is running with the ball.	2
113	Two teams are competing in a baseball game. [SEP] A player is running with the ball.	2
117	A player is running with the ball. [SEP] Two teams are competing in a football match.	2
120	Five wooden stands are in front of each child's hut. [SEP] Five children are standing in front of a wooden hut.	2
122	Five kids are standing close together and one kid has a gun. [SEP] Five kids are standing close together and none of the kids has a gun.	1
124	Five kids are standing close together and none of the kids has a gun. [SEP] Five children are standing in front of a wooden hut.	2
126	Five children are standing in a wooden hut. [SEP] Five kids are standing close together and one kid has a gun.	2
127	Five wooden stands are in front of each child's hut. [SEP] Five kids are standing close together and one kid has a gun.	2
129	An old man is sitting in a field. [SEP] A man is sitting in a field.	0
130	A man is sitting in a field. [SEP] A man is running in a field.	2
131	A person is wearing a hat and is sitting on the grass. [SEP] A person is sitting in a field and is wearing a hat.	2
133	A person is sitting and wearing a grass hat. [SEP] A person is wearing a hat and is sitting on the grass.	2
136	A person is sitting and wearing a grass hat. [SEP] A man is sitting in a field.	2
139	A man is sitting in a field. [SEP] A person is wearing a hat and is sitting on the grass.	2
140	The current is being ridden by a group of friends in a raft. [SEP] A group of friends are riding the current in a raft.	0
141	A group of friends are riding the current in a raft. [SEP] A group is not riding the current in a raft.	1
146	The current is being ridden by a group of friends in a raft. [SEP] This group of people is practicing water safety and wearing preservers.	2
148	A group of friends are riding the current in a raft. [SEP] This group of people is practicing water safety and wearing preservers.	2
150	A deer is jumping over a fence. [SEP] A deer isn't jumping over the fence.	1
159	People are walking inside a building that has many murals on it. [SEP] People are walking outside a building that has many murals on it.	2
161	Several people are in front of a colorful building. [SEP] Nobody is in front of the colorful building.	1
163	People are walking outside a building that has many murals on it. [SEP] Nobody is in front of the colorful building.	2
164	People are walking outside the building that has several murals on it. [SEP] Several people are in front of a colorful building.	0
170	A family is watching a little boy who is hitting a baseball. [SEP] A family is watching a little boy who is missing a baseball.	2
173	A child is hitting a baseball. [SEP] A family is watching a little boy who is missing a baseball.	2
176	A child is missing a baseball. [SEP] A family is watching a little boy who is hitting a baseball.	2
183	A purple crowd of people is eating on various red lit restaurant tables. [SEP] Various people are eating at red tables in a crowded restaurant with purple lights.	2
184	A large group of Asian people is eating at a restaurant. [SEP] Various customers are eating in a crowded restaurant with purple lights.	2
186	A purple crowd of people is eating on various red lit restaurant tables. [SEP] A large group of Asian people is eating at a restaurant.	2
188	Various people are eating at red tables in a crowded restaurant with purple lights. [SEP] A small group of people is waiting to eat in a restaurant.	2
192	A motorcycle rider is standing up on the seat of a white motorcycle. [SEP] No motorcycle rider is standing up on the seat of a motorcycle.	1
194	Nobody is on a motorcycle and is standing on the seat. [SEP] Someone is on a black and white motorcycle and is standing on the seat.	1
200	A motorcyclist is riding a motorbike dangerously along a roadway. [SEP] A motorcyclist is riding a motorbike along a roadway.	0
201	There is no motorcyclist riding a motorbike along a roadway. [SEP] A motorcyclist is riding a motorbike along a roadway.	1
202	A man with a helmet painted red is riding a blue motorcycle down the road. [SEP] A motorcyclist with a red helmet is riding a blue motorcycle down the road.	0
205	A motorcyclist without a helmet is waiting on a blue motorcycle near the road. [SEP] A motorcyclist is riding a motorbike along a roadway.	2
215	Two dogs are playing by a tree. [SEP] A dog is catching a stick in the air and another is watching.	2
216	Two dogs are playing by a tree. [SEP] There is no dog leaping in the air.	2
217	Two dogs are playing by a tree. [SEP] A dog is leaping high in the air and another is watching.	2
223	A girl in white is dancing. [SEP] The dancer is dancing in front of the sound equipment.	2
224	A girl in white is dancing. [SEP] The blond girl is dancing behind the sound equipment.	2
226	A girl is wearing white clothes and is dancing. [SEP] The blond girl is dancing in front of the sound equipment.	2
227	The blond girl is dancing in front of the sound equipment. [SEP] There is no girl in white dancing.	2
232	Three Asian kids are dancing and a man is looking. [SEP] Three Asian kids are dancing and there is no man looking.	1
233	Three Asian kids are dancing and a man is looking. [SEP] An Asian man is dancing and three kids are looking.	2
234	The children of a family are playing and waiting. [SEP] Three Asian kids are dancing and a serious man is looking.	2
237	The children of a family are patiently playing and waiting. [SEP] Three Asian kids are dancing and a man is looking.	2
238	There are no children playing and waiting. [SEP] Three Asian kids are dancing and a man is looking.	2
240	A woman is wearing an Egyptian hat on her head. [SEP] A woman is wearing an Egyptian headdress.	0
241	A woman is wearing an Egyptian headdress. [SEP] A woman is wearing an Indian headdress.	2
248	The black woman is wearing glasses over the headdress. [SEP] A woman is wearing an Egyptian headdress.	2
249	A woman is wearing an Egyptian hat on her head. [SEP] The woman is wearing glasses and a black headdress.	2
254	A hiker is on top of the mountain and is dancing. [SEP] There is no hiker dancing on top of the mountain.	1
256	There is no man on a rock high above some trees standing in a strange position. [SEP] A man is on a rock high above some trees and is standing in a strange position.	1
257	A hiker is on top of the mountain and is dancing. [SEP] A man is on a rock high above some trees and is standing in an uncomfortable position.	2
258	A hiker is on top of the mountain and is dancing. [SEP] There is no man on a rock high above some trees standing in a strange position.	2
259	A man is on a rock high above some trees and is standing in a strange position. [SEP] A hiker is on top of the mountain and is doing a joyful dance.	2
260	There is no hiker dancing on top of the mountain. [SEP] A man is on a rock high above some trees and is standing in a strange position.	2
265	The brown horse is very near a red barrel at the rodeo. [SEP] The brown horse is near a red barrel at the rodeo.	0
266	The brown horse is near a red barrel at the rodeo. [SEP] The brown horse is far from a red barrel at the rodeo.	1
269	A cowgirl is riding a brown horse and is cornering a barrel. [SEP] The brown horse is near a red barrel at the rodeo.	2
272	A cowgirl is riding a horse and corners a barrel. [SEP] The brown horse is near a red barrel at the rodeo.	2
273	A boy is standing in the cold water. [SEP] A boy is standing in the water.	0
276	The boy is sitting near the blue ocean. [SEP] The boy is wading through the blue ocean.	1
277	A boy is standing in the water. [SEP] The kid is swimming through the blue ocean.	2
279	The boy is wading through the blue ocean. [SEP] A boy is standing in the cold water.	2
283	A man is playing a guitar on stage. [SEP] There is no man playing a guitar on stage.	1
286	A man is playing a guitar on stage. [SEP] A guitarist has blonde and flyaway hair.	2
287	A man is playing a guitar on stage. [SEP] A bald person is playing a guitar.	2
289	There is no man playing a guitar on stage. [SEP] A person has blonde and flyaway hair and is playing a guitar.	2
291	Several children are sitting down and have their knees raised. [SEP] Several children are lying down and are raising their knees.	2
293	Two young girls are sitting on the ground. [SEP] Two girls are sitting on the ground.	0
296	Two girls are lying on the ground. [SEP] Several children are sitting down and have their knees raised.	2
301	A nude lady is walking in front of a crowd in body paint. [SEP] There is no lady walking in body paint in front of a crowd .	1
302	A nude lady is walking in front of a crowd in body paint. [SEP] A nude crowd in body paint is walking in front of a lady .	2
303	A young, topless woman is covered in paint. [SEP] A topless girl is covered in paint.	0
305	A nude lady is walking in front of a crowd in body paint. [SEP] A topless girl is covered in paint.	0
309	A nude crowd in body paint is walking in front of a lady. [SEP] A young, topless woman is covered in paint.	2
310	A nude lady is walking in front of a crowd in body paint. [SEP] A young, topless woman is covered in paint.	2
311	A group of people is near the ocean. [SEP] A crowd of people is near the water.	0
312	A crowd of people is near the water. [SEP] A crowd of people is far from the water.	1
313	A group of children in uniforms is standing at a gate and one is kissing the mother. [SEP] A group of children wearing the same clothes is waiting at a gate and one is kissing the mother.	0
315	A group of mothers in uniforms is standing near the children and one is kissing the gate. [SEP] A group of children in uniforms is standing at a gate and one is kissing the mother.	2
323	A man is in a parking lot and is playing tennis against a large wall. [SEP] A man is in a parking lot and is playing tennis against a friend.	2
327	A man is in a parking lot and is playing tennis against a large wall. [SEP] There is no man pointing at a car.	2
329	A man is in a parking lot and is playing tennis against a friend. [SEP] A man is pointing at a silver sedan.	2
331	A group of people is on a beach. [SEP] A group of people is near the sea.	0
332	A group of people is on a beach. [SEP] A group of people is on a mountain.	2
333	A man, a woman and two girls are walking on the beach. [SEP] Four people are walking on the beach.	0
335	A group of people is on a beach. [SEP] Four people are walking on the beach.	2
338	A man, a woman and two girls are walking on the beach. [SEP] A group of people is on a mountain.	2
339	A man, a woman and two girls are walking on the beach. [SEP] A group of people is on a beach.	0
340	A schoolgirl with a black bag is on a crowded train. [SEP] A girl with a black bag is on a crowded train.	0
341	There is no girl with a black bag on a crowded train. [SEP] A girl with a black bag is on a crowded train.	1
342	A girl with a black bag is on a crowded train. [SEP] A cramped black train is on the bag of a girl.	2
344	An Asian woman in a crowd is not carrying a black bag. [SEP] An Asian woman in a crowd is carrying a black bag.	2
346	A girl with a black bag is on a crowded train. [SEP] An Asian woman in a crowd is not carrying a black bag.	2
347	A schoolgirl with a black bag is on a crowded train. [SEP] An Asian woman in a crowd is carrying a black bag.	2
351	A dog is chasing another and is holding a stick in its mouth. [SEP] A dog is chasing another and is holding a piece of wood in its mouth.	0
354	Two dogs are running and carrying a toy in their mouths. [SEP] Two dogs are running and carrying an object in their mouths.	0
358	A dog is chasing another and is holding a piece of wood in its mouth. [SEP] Two dogs are running and carrying an object in their mouths.	2
360	Two dogs are running and carrying an object in their mouths. [SEP] A dog is chasing a stick and holding another dog in its mouth.	2
361	A dog is chasing another and is holding a stick in its mouth. [SEP] Two dogs are running and carrying an object in their mouths.	0
362	A dirty soccer ball is rolling into a goal net. [SEP] A soccer ball is rolling into a goal net.	0
363	A soccer ball is not rolling into a goal net. [SEP] A soccer ball is rolling into a goal net.	1
366	A person who plays soccer is kicking a ball into the goal. [SEP] A soccer ball is rolling into a goal net.	2
367	A soccer ball is rolling into a goal net. [SEP] A soccer player is kicking a ball out of the goal.	2
370	A soccer ball is rolling into a goal net. [SEP] A soccer player is kicking a ball into the goal.	2
372	A man is sitting on a chair and rubbing his eyes. [SEP] There is no man sitting on a chair and rubbing his eyes.	1
373	A man with tattoos is lounging on a couch and holding a pencil. [SEP] A tattooed man is on a sofa and is holding a pencil.	0
374	A man with tattoos is lounging on a couch and holding a pencil. [SEP] A man with tattoos is lounging on a couch and is looking for a pencil.	2
375	A man with tattoos is holding a couch with a pencil. [SEP] A man with tattoos is lounging on a couch and holding a pencil.	2
377	A man is sitting on a chair and rubbing his eyes. [SEP] A man with tattoos is lounging on a couch and is looking for a pencil.	2
378	A man with tattoos is holding a couch with a pencil. [SEP] A man is sitting on a chair and rubbing his eyes.	2
379	A man is resting on a chair and rubbing his eyes. [SEP] A man with tattoos is lounging on a couch and holding a pencil.	2
380	A man with tattoos is lounging on a couch and holding a pencil. [SEP] There is no man sitting on a chair and rubbing his eyes.	2
381	A man with tattoos is lounging on a couch and holding a pencil. [SEP] A man is sitting on a chair and rubbing his eyes.	2
387	A brown and white dog is running through the tall grass. [SEP] A black and tan dog is running through the low and green grass.	2
390	A white and tan dog is running through the tall and green grass. [SEP] A brown and white dog is running through the tall grass.	0
391	A man with paint covered clothes is sitting outside in a busy area writing something. [SEP] A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something.	0
392	There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something. [SEP] A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something.	1
393	A sitting man is busy writing something in an area covered by paint. [SEP] A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something.	2
395	A man is sitting near a bike and is writing a note. [SEP] There is no man writing a note near a bike.	1
396	A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something. [SEP] A man is standing near a bike and is writing on a piece paper.	2
397	There is no man writing a note near a bike. [SEP] A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something.	2
398	A man is sitting near a bike and is writing a note. [SEP] A man with paint covered clothes is sitting outside in a busy area writing something.	2
403	A group of scouts are camping in the grass. [SEP] A group of scouts are hiking through the grass.	2
404	Some people are walking. [SEP] People are walking.	0
409	Some people are walking. [SEP] A group of scouts are camping in the grass.	2
410	A group of scouts are hiking through the grass. [SEP] Some people are walking.	0
413	Two men are taking a break from a trip on a snowy road. [SEP] Two men are breaking into a car during a trip on a snowy road.	2
415	Two men with bikes are on the side of a snowy road. [SEP] Two men with cars are on the side of a snowy road.	2
422	Two men are holding fishing poles and fishing tackle. [SEP] Two men are holding fishing poles.	0
423	Two men are not holding fishing poles. [SEP] Two men are holding fishing poles.	1
427	Two men are holding fishing poles. [SEP] Two men are standing near the water and are holding tools used for fishing.	2
428	There is no man standing near the water and holding fishing poles. [SEP] Two men are holding fishing poles.	2
434	The helmeted girl is riding a bike. [SEP] The helmeted girl is perching on a bike.	2
435	A woman is performing a trick on a ramp with a bicycle. [SEP] A woman is jumping with a bicycle.	2
436	A woman is performing a trick on a ramp with a bicycle. [SEP] A woman is performing a trick on a ramp with a car.	2
438	The helmeted girl is perching on a bike. [SEP] A woman is performing a trick on a ramp with a car.	2
439	The girl with a helmet is perching on a bike. [SEP] A woman is performing a trick on a ramp with a bicycle.	2
440	The helmeted girl is riding a bike. [SEP] A woman is performing a trick on a ramp with a bicycle.	2
441	A woman is performing a trick on a ramp with a bicycle. [SEP] The helmeted girl is perching on a bike.	2
442	A blonds girl is surfing. [SEP] A blond girl is riding the waves.	0
446	A lady is surfing and riding a wave. [SEP] A boy is surfing and riding a wave.	2
447	A woman is surfing. [SEP] A blond girl is riding the waves.	2
449	A lady is surfing and riding a wave. [SEP] A blonds girl is surfing.	2
451	A blond girl waves while she is riding. [SEP] A lady is surfing and riding a wave.	2
454	Two children and an adult are standing next to a tree limb. [SEP] Two children and an adult are not standing next to a tree limb.	1
457	Two children and an adult are standing next to a tree limb. [SEP] Two children are climbing a tree.	2
461	Two children and an adult are standing next to a tree limb. [SEP] Two children are hanging on a large branch.	2
462	A man dressed in black is riding a bike. [SEP] A man is performing a trick on a bike.	2
465	A man is performing stunts on a green bicycle. [SEP] A man is performing a trick on a green bicycle.	0
470	There is no man dressed in black and riding a green bike. [SEP] A man is performing a trick on a green bicycle.	2
473	A boy is holding a squirt gun. [SEP] A child is holding a squirt gun.	0
475	A laughing child is holding a water gun and getting sprayed with water. [SEP] A child with a gun that sprays water is laughing and getting hit by other boys.	2
476	There is no child holding a water gun or getting sprayed with water. [SEP] A laughing child is holding a water gun and getting sprayed with water.	1
477	A child with a gun that sprays water is laughing and getting hit by other boys. [SEP] A child is holding a squirt gun.	0
484	Two daschunds are playing with a red ball. [SEP] Two dogs are playing with a small red ball.	2
485	Two cats are playing with a red ball. [SEP] Two daschunds are playing with a red ball.	2
486	Two brown dogs are fighting over a red ball and are playing in the grass. [SEP] Two dogs are playing with a small red ball.	2
489	There is no dog playing with a red ball. [SEP] Two daschunds are playing with a red ball.	1
491	The black and white dog is running and a person stands behind it. [SEP] The dog, which is black and white, is running and a person stands behind it.	0
494	A little dog is sprinting and the person who owns it is trying to catch it. [SEP] A little dog is sprinting and its owner is trying to catch it.	0
496	The black and white dog is running and a person stands behind it. [SEP] A little dog is sprinting and the person who owns it is trying to catch it.	2
497	The black and white dog is running and a person stands behind it. [SEP] A little dog is slowing down and the owner is quitting chasing it.	2
499	The black and white dog isn't running and there is no person standing behind. [SEP] A little dog is sprinting and its owner is trying to catch it.	2
500	A black person is running along a white stand and a dog barks behind him. [SEP] A little dog is sprinting and its owner is trying to catch it.	2
505	A man wearing a dyed black shirt is sitting at the table and laughing. [SEP] A black shirt is being worn by a man who is sitting at the table and laughing.	0
506	A man wearing a dyed black shirt is sitting at the table and laughing. [SEP] There is no man wearing a shirt dyed black, sitting at the table and laughing.	1
507	A laughing man is dyeing a shirt black on the table which you cannot sit at. [SEP] A man wearing a dyed black shirt is sitting at the table and laughing.	2
508	A black shirt is being worn by a man who is sitting at the table and laughing. [SEP] A man is sitting comfortably at a table.	2
513	A man is sitting and tables a comfortable discussion. [SEP] A man wearing a dyed black shirt is sitting at the table and laughing.	2
514	A man is sitting comfortably at a table. [SEP] A man wearing a dyed black shirt is sitting at the table and laughing.	2
515	A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians. [SEP] A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians.	0
516	A woman who is taking off a pink boa is stopping her bicycle on a bridge built for pedestrians. [SEP] A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians.	2
522	A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians. [SEP] The woman wearing silver pants, pink bellbottoms and a pink scarf isn't riding a bike.	2
524	A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians. [SEP] The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike.	2
527	A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians. [SEP] The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike.	2
528	A person, who is riding a bike, is wearing gear which is black. [SEP] A biker is wearing gear which is black.	0
529	A biker is naked. [SEP] A biker is wearing gear which is black.	1
531	A black helmet is being worn by a man who is pushing a bicycle. [SEP] One man is wearing a black helmet and pushing a bicycle.	0
535	A biker is wearing gear which is black. [SEP] There is no man wearing a black helmet and pushing a bicycle.	2
538	One man is wearing a black helmet and pushing a bicycle. [SEP] A biker is naked.	2
541	The man in a grey t-shirt is sitting on a rock in front of the waterfall. [SEP] The man in a t-shirt dyed grey is sitting on a rock in front of a waterfall.	0
542	The man in a grey t-shirt is sitting on a rock in front of the waterfall. [SEP] There is no man in a grey t-shirt sitting on a rock in front of the waterfall.	1
545	A woman is standing and isn't looking at the waterfall. [SEP] A woman is sitting and looking at the waterfall.	2
548	A woman is standing and isn't looking at the waterfall. [SEP] The man in a grey t-shirt is sitting on a rock in front of the waterfall.	2
550	The man in a t-shirt dyed grey is sitting on a rock in front of a waterfall. [SEP] A woman is sitting and looking at the waterfall.	2
551	There is no man in a grey t-shirt sitting on a rock in front of the waterfall. [SEP] A woman is sitting and looking at the waterfall.	2
552	A woman is sitting and looking at the waterfall. [SEP] A rocker is sitting with a t-shirt that has a man over a grey waterfall on the front.	2
555	A dog, which is brown, and a black one are running in the grass. [SEP] There is no dog running in the grass.	1
556	A black man is running in brown grass and racing a dog. [SEP] A dog, which is brown, and a black one are running in the grass.	2
557	A dark black dog and a light brown dog are playing in the yard in the back. [SEP] A dark black dog and a light brown dog are playing in the backyard.	0
560	A dark black dog and a light brown dog are playing in the yard in the back. [SEP] A dog, which is brown, and a black one are running in the grass.	2
561	A dark black dog and a light brown dog are fighting in the backyard. [SEP] A dog, which is brown, and a black one are running in the grass.	2
564	There is no dog running in the grass. [SEP] A dark black dog and a light brown dog are playing in the backyard.	2
565	A dark black dog and a light brown dog are playing in the backyard. [SEP] A black man is running in brown grass and racing a dog.	2
568	A dog that has a brown and white coat is sitting in shallow water. [SEP] A dog that has a brown and white coat is trotting through shallow water.	2
570	A white and brown dog is walking through the water with difficulty. [SEP] A white and brown dog is pacing through the water with difficulty.	0
581	A group of boys are quiet in front of a large door made of wood. [SEP] A group of boys are playing with a ball in front of a large door made of wood.	2
586	The children aren't playing in front of a large door. [SEP] A group of boys are playing with a ball in front of a large door made of wood.	2
587	A bunch of boys are playing with a ball in front of a large door made of wood. [SEP] The children are playing in front of a large door.	0
588	The children are playing in front of a large door. [SEP] A group of boys are quiet in front of a large door made of wood.	2
597	A black, red, white and pink dress is being worn by a woman. [SEP] A woman is taking off a cloak, which is very large, and revealing extravagant apparel.	2
599	A woman is taking off a cloak, which is very large, and revealing an extravagant dress. [SEP] A black, red, white and pink dress is being worn by a woman.	2
601	A teenage girl is storing away beads that are red. [SEP] A teenage girl is wearing beads that are red.	2
603	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling. [SEP] A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling.	0
604	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling. [SEP] There is no young lady with light brown hair wearing a red necklace, a sweatshirt and earrings and smiling.	1
605	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling. [SEP] A red sweatshirt with a smiling lady upon it is suited to be worn with light brown hair, earrings and a necklace .	2
606	A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling. [SEP] A teenage girl is wearing beads that are red.	2
609	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling. [SEP] The teenage girl is wearing beads that are red.	2
611	The girl likes red and isn't wearing beads for teenagers. [SEP] A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling.	2
617	A fearful little boy is on a climbing wall. [SEP] A fearful little boy is on the ground.	2
621	A boy is climbing up a wall artificially built for climbing and is attached to a rope. [SEP] A climbing boy rescues the fearful cat from over the wall.	2
622	A fearful little boy is on a climbing wall. [SEP] A boy is effortlessly climbing up a wall artificially built for climbing and is attached to a rope.	2
625	A boy is climbing up a wall artificially built for climbing and is attached to a rope. [SEP] A fearful little boy is on a climbing wall.	2
626	A dad is launching his daughter into a swimming pool. [SEP] A father is launching the daughter in a swimming pool.	0
